hgnc_symbol	chromosome_name	start_position	end_position
SMPD1	11	6390414	6394998
SMPD3	16	68358327	68448508
SMPDL3A	6	122789049	122809720
SMS	X	21940709	21994837
SMTN	22	31064105	31104757
SNAP23	15	42491233	42545356
SNAP25	20	10172395	10308258
SNAP29	22	20858537	20891214
SNAPIN	1	153658696	153663930
SNCA	4	89700345	89838315
SNCG	10	86955771	86963261
SNED1	2	240998612	241095569
SNRPA	19	40750585	40765393
SNRPB2	20	16729958	16742564
SNRPF	12	95858931	95903828
SNU13	22	41673933	41690504
SNX15	11	65027437	65040572
SNX2	5	122775010	122834543
SNX5	20	17941597	17969022
SNX8	7	2251770	2354318
SNX9	6	157700387	157945077
SOCS3	17	78356778	78360930
SOD1	21	31659633	31668931
SOD2	6	159669069	159762529
SOD3	4	24789912	24800848
SORCS2	4	7192538	7742827
SORD	15	45023147	45077185
SORT1	1	109309568	109397967
SOST	17	43753738	43758791
SPACA3	17	32970376	32997877
SPAG1	8	100157906	100259278
SPAG11A	HG76_PATCH	5445169	5466154
SPAG11A	8	7847876	7868867
SPARC	5	151661096	151687352
SPARCL1	4	87473329	87531118
SPART	13	36301638	36370215
SPATA20	17	50543058	50556481
SPESP1	15	68818221	68946811
SPG21	15	64963022	64990312
SPINK1	5	147824572	147831671
SPINK2	4	56809860	56821742
SPINK4	9	33218365	33248567
SPINK5	5	148025683	148137382
SPINK6	5	148202794	148215137
SPINK8	3	48306842	48333661
SPINT1	15	40843513	40858383
SPINT2	19	38244035	38292615
SPINT3	20	45512461	45515622
SPOCK1	5	136975298	137598379
SPON1	11	13962694	14268133
SPON2	4	1166932	1208962
SPP1	4	87975667	87983532
SPRED2	2	65310851	65432637
SPRING1	12	116710171	116738070
SPRR1B	1	153031203	153032900
SPRY2	13	80335518	80342983
SPTAN1	9	128552558	128633663
SPTLC1	9	92000087	92115433
SRC	HG410_PATCH	254187	315552
SRC	20	37344673	37406050
SRP14	15	40035690	40039181
SRPK2	7	105110704	105399308
SRPX	X	38149336	38220941
SRSF7	2	38743599	38751494
SSC4D	7	76389017	76409744
SSC5D	19	55488404	55519099
SSH3	11	67303478	67312607
SSMEM1	7	130206344	130216844
SSNA1	9	137188657	137190370
SSU72	1	1541673	1574884
ST13	22	40824535	40856690
ST3GAL1	8	133454848	133572518
ST3GAL6	3	98732175	98821201
ST6GAL1	3	186930325	187078932
ST6GALNAC3	1	76074746	76634603
ST8SIA1	12	22063773	22437041
STAB2	12	103587273	103766719
STAMBP	2	73828916	73873659
STAT1	2	190908460	191020960
STAT2	12	56341597	56360274
STAT3	17	42313324	42388568
STAT5B	17	42199176	42288633
STAT6	12	57095404	57132139
STAU1	20	49113338	49188417
STC1	8	23841929	23854806
STC2	5	173314723	173328447
STIP1	11	64185272	64204548
STK11	19	1177558	1228431
STK24	13	98445185	98577940
STK4	20	44966494	45084214
STMN2	8	79611117	79666159
STMN3	20	63639705	63657682
STMN4	8	27235308	27258435
STOM	9	121338987	121370304
STX16	20	58651261	58679526
STX1A	7	73699205	73719691
STX2	12	130789600	130839265
STX3	11	59713456	59805882
STX4	16	31032889	31042975
STX6	1	180972712	181023121
STX7	6	132445867	132513999
STX8	17	9250471	9576591
STXBP1	9	127579370	127696027
STXBP3	1	108746634	108809525
SUGP1	19	19276018	19320511
SUGT1	13	52652682	52700909
SULT1A1	16	28605008	28612503
SULT2A1	19	47870467	47886347
SUMF2	7	56064002	56080670
SUMO3	21	44805617	44818779
SUOX	12	55996855	56006641
SUSD1	9	112040777	112175486
SUSD2	22	24181481	24189111
SUSD4	1	223220819	223365279
SUSD5	3	33150043	33218810
SV2A	1	149903318	149918572
SVEP1	9	110365248	110579880
SWAP70	11	9664072	9752993
SYAP1	X	16719545	16765340
SYNE2	14	63761899	64226433
SYT1	12	78863650	79452009
SYT11	1	155859449	155885199
SYTL4	X	100671783	100732151
TAB2	6	149218641	149411613
TACC3	4	1712858	1745178
TACSTD2	1	58575433	58577252
TADA3	3	9779964	9793011
TAFA5	22	48489431	48850912
TALDO1	11	747399	765035
TANK	2	161136908	161236230
TAPBP	HSCHR6_MHC_DBB_CTG1	4543212	4557902
TAPBP	HSCHR6_MHC_COX_CTG1	4711179	4725870
TAPBP	HSCHR6_MHC_QBL_CTG1	4494115	4508814
TAPBP	HSCHR6_MHC_MCF_CTG1	4735630	4750321
TAPBP	6	33299694	33314284
TAPBPL	12	6451690	6466517
TARBP2	12	53500921	53506431
TAX1BP1	7	27739331	27844564
TAX1BP3	17	3662895	3668679
TBC1D17	19	49877501	49888751
TBC1D23	3	100260780	100325251
TBC1D5	3	17157162	18444817
TBCA	5	77691166	77868780
TBCB	19	36114289	36125947
TBCC	6	42744498	42746103
TBL1X	X	9463258	9741037
TCL1A	14	95709947	95714196
TCN1	11	59852800	59866489
TCN2	22	30607003	30627631
TCOF1	5	150357629	150400491
TCTN3	10	95659823	95694143
TDP1	14	89954939	90044820
TDRKH	1	151769799	151791416
TEF	22	41367333	41399326
TEK	9	27109030	27232092
TEX101	19	43401496	43418597
TF	3	133746040	133796641
TFF2	21	42346357	42350997
TFF3	21	42311667	42315409
TFPI	2	187463823	187565846
TFPI2	7	93885396	93890753
TFRC	3	196012511	196082162
TG	8	132866958	133134903
TGFA	2	70447284	70554193
TGFB1	19	41301587	41353961
TGFB2	1	218345336	218444619
TGFBI	5	136028988	136063818
TGFBR2	3	30606478	30694249
TGFBR3	1	91680343	91906335
TGM2	20	38127385	38168463
TGOLN2	HSCHR2_6_CTG1	244268	254489
TGOLN2	2	85318027	85328251
THBD	20	23045633	23049672
THBS2	6	169215780	169254060
THBS3	1	155195587	155209051
THBS4	5	79991311	80083831
THOP1	19	2785494	2815807
THPO	3	184371935	184381968
THSD1	13	52377163	52416373
THTPA	14	23555988	23560271
THY1	11	119415476	119424985
TIA1	2	70209444	70248761
TIE1	1	43300971	43323108
TIGAR	12	4307763	4360028
TIGIT	3	114276913	114310288
TIMD4	5	156919292	156963226
TIMM10	11	57528406	57531031
TIMM8A	X	101345652	101349001
TIMP1	X	47582408	47586789
TIMP2	17	78852977	78925387
TIMP3	22	32801576	32863042
TIMP4	3	12153068	12158912
TINAGL1	1	31576485	31587689
TJAP1	6	43477523	43506562
TJP1	HSCHR15_4_CTG8	1984289	2106633
TJP1	15	29699367	29968915
TK1	17	78172780	78187233
TLL1	4	165873237	166104457
TLN2	15	62390512	62844631
TLR1	4	38787555	38856817
TLR3	4	186068911	186088073
TMCO5A	15	37921858	37967724
TMED8	14	77335029	77377097
TMEM106A	17	43211835	43220041
TMEM132A	11	60924460	60937159
TMEM230	20	5068232	5113452
TMEM25	11	118531041	118547280
TMEM59L	19	18607430	18621040
TMPO	12	98515561	98550351
TMPRSS11D	4	67820876	67884002
TMPRSS15	21	18269116	18485879
TMPRSS5	11	113687543	113706382
TMSB10	2	84904923	84906680
TNC	9	115019575	115118257
TNF	HSCHR6_MHC_APD_CTG1	2909113	2910915
TNF	6	31575565	31578336
TNF	HSCHR6_MHC_DBB_CTG1	2823300	2826069
TNF	HSCHR6_MHC_COX_CTG1	3052854	3055623
TNF	HSCHR6_MHC_SSTO_CTG1	2874847	2877616
TNF	HSCHR6_MHC_MANN_CTG1	2880608	2883377
TNF	HSCHR6_MHC_MCF_CTG1	2917465	2920234
TNF	HSCHR6_MHC_QBL_CTG1	2831386	2834157
TNFAIP2	14	103121407	103137441
TNFAIP6	2	151357592	151380046
TNFAIP8L2	1	151156621	151160255
TNFRSF10A	8	23190452	23225121
TNFRSF10B	8	23020133	23069071
TNFRSF10C	8	23102921	23118759
TNFRSF11A	18	62325269	62391288
TNFRSF11B	8	118923557	118952055
TNFRSF12A	16	3018445	3022385
TNFRSF13B	17	16929816	16972118
TNFRSF13C	22	41922032	41926806
TNFRSF14	HSCHR1_1_CTG3	106829	116812
TNFRSF14	1	2554244	2565382
TNFRSF17	16	11965210	11968068
TNFRSF19	13	23570370	23676104
TNFRSF1A	12	6328757	6342114
TNFRSF1B	1	12166977	12209228
TNFRSF21	6	47231532	47309947
TNFRSF4	1	1211326	1214153
TNFRSF6B	20	63696368	63698689
TNFRSF8	1	12063303	12144207
TNFRSF9	1	7915871	7943165
TNFSF10	3	172505508	172523476
TNFSF11	13	42562736	42608013
TNFSF12	17	7548508	7557890
TNFSF13	17	7558292	7561608
TNFSF13B	13	108251240	108308484
TNFSF14	19	6658085	6670621
TNFSF8	9	114893343	114930595
TNIP1	5	151029939	151093577
TNN	1	175067509	175148075
TNR	1	175315194	175743595
TNS2	12	53046969	53064379
TNXB	HSCHR6_MHC_APD_CTG1	3406268	3418718
TNXB	HSCHR6_MHC_DBB_CTG1	3282563	3358976
TNXB	6	32041153	32115334
TNXB	HSCHR6_MHC_COX_CTG1	3479477	3555943
TNXB	HSCHR6_MHC_SSTO_CTG1	3342342	3369188
TNXB	HSCHR6_MHC_MANN_CTG1	3369799	3403206
TNXB	HSCHR6_MHC_QBL_CTG1	3264389	3309322
TNXB	HSCHR6_MHC_MCF_CTG1	3383188	3459630
TOLLIP	HG152_PATCH	8637	43920
TOLLIP	11	1274371	1310258
TOM1L1	17	54899387	54963841
TOMM20	1	235109341	235128846
TOP1	20	41028822	41124487
TOP2B	3	25597978	25664973
TOR1AIP1	1	179882042	179920077
TP53BP1	15	43403061	43510728
TP53I11	11	44885903	44951306
TP53I3	2	24077433	24085861
TP53INP1	8	94925972	94949395
TPD52L2	20	63865228	63891545
TPI1	12	6867119	6870948
TPK1	7	144451941	144836419
TPM3	1	154155308	154194648
TPMT	6	18128311	18155348
TPP1	11	6612768	6619448
TPSAB1	16	1239266	1242555
TPSD1	16	1256059	1259008
TPST2	22	26521996	26596717
TRA2B	3	185914558	185938103
TRAF2	9	136881903	136929221
TRAF3	14	102777326	102911500
TRDMT1	10	17137336	17202054
TREH	11	118657316	118679690
TREM2	6	41158488	41163186
TREML1	6	41149167	41155553
TREML2	6	41189749	41201149
TRIAP1	12	120443958	120446412
TRIM21	11	4384897	4393747
TRIM24	7	138460210	138589996
TRIM25	17	56836387	56914080
TRIM40	HSCHR6_MHC_APD_CTG1	1394224	1406831
TRIM40	HSCHR6_MHC_DBB_CTG1	1392026	1404652
TRIM40	HSCHR6_MHC_COX_CTG1	1615913	1628543
TRIM40	HSCHR6_MHC_SSTO_CTG1	1435047	1447667
TRIM40	HSCHR6_MHC_MCF_CTG1	1480197	1492817
TRIM40	HSCHR6_MHC_MANN_CTG1	1446830	1459457
TRIM40	HSCHR6_MHC_QBL_CTG1	1391236	1403864
TRIM40	6	30136028	30151592
TRIM5	11	5663195	5938619
TRIM58	1	247857187	247880138
TSC1	9	132891348	132946874
TSC22D1	13	44432143	44577316
TSG101	11	18468336	18526965
TSHB	1	115029826	115034302
TSPAN1	1	46173794	46185968
TSPAN7	X	38561498	38689249
TSPAN8	12	71124454	71441898
TSPYL1	6	116267760	116279930
TST	22	37010859	37024797
TTF2	1	117060294	117107453
TTL	2	112482113	112541739
TTN	2	178525989	178830802
TTR	18	31557009	31606585
TWF2	3	52228612	52246788
TXK	4	48063158	48134250
TXLNA	1	32178097	32198299
TXN	9	110243810	110256604
TXNDC12	1	52020130	52055772
TXNDC15	5	134874318	134901635
TXNDC5	6	7881440	7911011
TXNDC9	2	99318982	99340702
TXNL1	18	56597209	56651600
TXNRD1	12	104215779	104350307
TYMP	22	50525752	50530326
TYRO3	15	41557675	41583589
TYRP1	9	12685439	12710285
UAP1	1	162561481	162601259
UBAC1	9	135932403	135961387
UBE2B	5	134371184	134393959
UBE2G2	21	44768580	44801826
UBE2I	16	1291357	1327018
UBE2L6	11	57551656	57568284
UBE2V1	20	50081122	50115959
UBE2Z	17	48908398	48929056
UBQLN4	1	156035299	156053798
UBXN1	11	62676498	62679332
UFD1	22	19449911	19479215
UGDH	4	39498755	39528311
UGT1A6	2	233691607	233773300
UGT2A1	4	69588417	69653249
ULBP2	6	149942014	149949235
UMOD	16	20331549	20356402
UNC5C	4	95162504	95549206
UNC79	HSCHR14_7_CTG1	447781	822438
UNC79	14	93333219	93707876
UNC93B1	11	67991100	68004982
UPB1	22	24494107	24528390
UROD	1	45010950	45015575
UROS	10	125784980	125823288
USO1	4	75724522	75814290
USP21	1	161159450	161165723
USP25	21	15729925	15880064
USP28	11	113797870	113875590
USP8	15	50424372	50514421
UXS1	2	106093303	106194365
VAMP5	2	85584431	85593406
VAMP8	2	85561562	85582031
VAPA	18	9913916	9960021
VASH1	14	76761468	76783015
VASN	HSCHR16_3_CTG1	74171	85851
VASN	16	4371848	4383538
VASP	19	45506579	45526991
VAT1	17	43010692	43025123
VAV3	1	107571161	107965180
VCAM1	1	100719684	100739045
VCAN	5	83471618	83582303
VCPKMT	14	50108632	50116600
VEGFA	6	43770184	43786487
VEGFB	11	64234521	64239264
VEGFC	4	176683538	176792922
VEGFD	X	15345594	15384509
VGF	7	101162509	101167227
VIT	2	36696690	36814794
VMO1	17	4785285	4786433
VNN1	6	132680849	132719962
VNN2	6	132743870	132763459
VPS28	HG2419_PATCH	154203	159165
VPS28	8	144423601	144429499
VPS29	12	110491083	110502111
VPS37A	8	17246896	17302707
VPS4A	16	69311336	69326939
VPS4B	18	63389190	63422483
VPS53	HG2285_HG106_HG2252_PATCH	68145	281194
VPS53	17	508503	721717
VRK1	14	96797304	96954846
VSIG10	12	118063593	118136026
VSIG2	11	124747472	124752255
VSIG4	X	66021738	66040125
VSIR	10	71747556	71773608
VSNL1	2	17539020	17657018
VSTM1	HSCHR19LRC_LRC_S_CTG3_1	15200	38320
VSTM1	HSCHR19LRC_COX2_CTG3_1	15200	38320
VSTM1	HSCHR19LRC_COX1_CTG3_1	15200	38320
VSTM1	HSCHR19LRC_LRC_I_CTG3_1	15200	38320
VSTM1	HSCHR19LRC_LRC_T_CTG3_1	15200	38320
VSTM1	HSCHR19LRC_LRC_J_CTG3_1	15200	38320
VSTM1	HSCHR19_4_CTG3_1	15196	38320
VSTM1	HSCHR19LRC_PGF1_CTG3_1	15200	38320
VSTM1	19	54040825	54063953
VSTM1	HSCHR19LRC_PGF2_CTG3_1	15200	38320
VSTM2B	19	29524739	29564553
VSTM2L	20	37903111	37945350
VTA1	6	142147162	142224685
VTCN1	1	117143587	117210960
VTI1A	10	112446998	112818744
VTI1B	14	67646904	67674903
VTN	17	28367265	28373091
VWA1	1	1434861	1442882
VWA2	10	114239254	114294489
VWC2	7	49772822	49921950
VWF	12	5948877	6124770
WARS1	14	100333784	100376805
WAS	X	48676593	48691431
WASF1	6	110099817	110180019
WASF3	13	26557661	26688948
WASHC3	12	102011769	102062149
WASL	7	123681938	123749003
WDR1	4	10068089	10116988
WFDC1	16	84294615	84329853
WFDC12	20	45123425	45124465
WFDC2	20	45469386	45481533
WFDC3	20	45747944	45791932
WFIKKN1	16	629239	634117
WFIKKN2	17	50834650	50842353
WIF1	12	65050626	65121548
WNT9A	1	227918656	227947932
WSCD2	12	108129288	108250537
WWP2	16	69762281	69944553
XCL1	1	168576605	168582069
XG	X	2752040	2816500
XIAP	X	123859693	123913972
XPNPEP2	X	129738949	129769547
XRCC4	5	83077498	83353787
XXYLT1	3	195068284	195271159
YAP1	11	102110099	102233424
YARS1	1	32775237	32818031
YBX2	HG2087_PATCH	43591	49967
YBX2	17	7288263	7294639
YES1	18	721588	813276
YJU2	19	4247080	4269091
YOD1	1	207043849	207052980
YTHDC1	HSCHR4_1_CTG9	4029	43731
YTHDC1	4	68310387	68350098
YTHDF3	8	63168553	63212786
YWHAQ	2	9583967	9639472
YWHAZ	8	100916523	100953388
ZBTB16	11	114058335	114256765
ZBTB17	1	15940403	15976132
ZC3H12A	1	37474496	37484379
ZFYVE19	15	40807086	40815084
ZHX2	8	122781311	122974514
ZHX3	20	41178448	41317731
ZNF175	19	51571283	51592510
ZNF18	17	11977439	11997475
ZNF264	19	57191500	57222846
ZNF830	17	34961540	34963777
ZNRD2	11	65570459	65573942
ZNRF4	19	5455417	5456856
ZP3	7	76397518	76442071
